Name,Status,Date,Basin
MERBOK,Typhoon,September 2022,W. Pacific
NANMADOL,Violent Typhoon,September 2022,W. Pacific
Fiona,Hurricane - Category 4,September 2022,Atlantic
LESTER,Tropical Storm,September 2022,E. Pacific
Madeline,Tropical Storm,September 2022,E. Pacific
Gaston,Tropical Storm,September 2022,Atlantic
TALAS,Tropical Storm,September 2022,W. Pacific
Newton,Tropical Storm,September 2022,E. Pacific
NORU,Violent Typhoon,September 2022,W. Pacific
Ian,Hurricane - Category 4,September 2022,Atlantic
Hermine,Tropical Storm,September 2022,Atlantic
KULAP,Typhoon,September 2022,W. Pacific
ASHLEY,Moderate Tropical Storm,September 2022,Indian
ROKE,Very Strong Typhoon,September 2022,W. Pacific
TD,Tropical Depression,September 2022,Atlantic
Orlene,Hurricane - Category 4,September 2022,E. Pacific
Paine,Tropical Storm,October 2022,E. Pacific
TD,Tropical Depression,October 2022,Atlantic
BALITA,Moderate Tropical Storm,October 2022,Indian
Julia,Hurricane - Category 1,October 2022,Atlantic
Julia,Tropical Storm,October 2022,E. Pacific
Karl,Tropical Storm,October 2022,Atlantic
TWENTYONE,Tropical Storm,October 2022,W. Pacific
SONCA,Tropical Storm,October 2022,W. Pacific
NESAT,Very Strong Typhoon,October 2022,W. Pacific
HAITANG,Tropical Storm,October 2022,W. Pacific
TWENTYFIVE,Tropical Depression,October 2022,W. Pacific
Roslyn,Hurricane - Category 4,October 2022,E. Pacific
SITRANG,Cyclonic Storm,October 2022,Indian
NALGAE,Typhoon,October 2022,W. Pacific
BANYAN,Tropical Storm,October 2022,W. Pacific
Lisa,Hurricane - Category 1,October 2022,Atlantic
Martin,Hurricane - Category 1,November 2022,Atlantic
FOUR,Moderate Tropical Storm,November 2022,Indian
Nicole,Hurricane - Category 1,November 2022,Atlantic
YAMANEKO,Tropical Storm,November 2022,W. Pacific
MANDOUS,Severe Cyclonic Storm,December 2022,Indian
PAKHAR,Severe Tropical Storm,December 2022,W. Pacific
SEVEN,Cyclonic Storm,December 2022,Indian
